CountyName,PrecinctCode,PrecinctName,Description,HouseNum,PrefixDirectionDesc,Street,StreetTypeDesc,SuffixdirectionDesc,City,StateDesc,PostalCode,Line2,Comment,DayPhone,HandicapAccessible
ADAMS,01,ABBOTTSTOWN,ABBOTTSTOWN BOROUGH OFFICE,241,NULL,HIGH,ST,NULL,ABBOTTSTOWN,PA,17301,NULL,NULL,NULL,YES
ADAMS,02,ARENDTSVILLE,ARENDTSVILLE FIRE COMPANY BLDG,48,NULL,PEARL,ST,NULL,ARENDTSVILLE,PA,17303,NULL,NULL,6776200,YES
ADAMS,03,BENDERSVILLE,BENDERSVILLE COMMUNITY BLDG,144,NULL,PARK,ST,NULL,BENDERSVILLE,PA,17306,NULL,NULL,6778000,YES
ADAMS,04,BERWICK ,BERWICK TWP MUNIC BLDG,85,NULL,MUNICIPAL,RD,NULL,HANOVER,PA,17331,NULL,NULL,6321829,YES
ADAMS,05,BIGLERVILLE,TRINITY UNITED CHURCH FELLOWSHIP HALL,300,E,YORK,ST,NULL,BIGLERVILLE,PA,17307,NULL,NULL,7176777765,YES
ADAMS,06,BONNEAUVILLE,BONNEAUVILLE MUNIC BLDG,46,E,HANOVER,ST,NULL,GETTYSBURG,PA,17325,NULL,NULL,3342662,YES
ADAMS,07,BUTLER,OAKSIDE COMMUNITY PARK,2880,NULL,TABLE ROCK,RD,NULL,BIGLERVILLE,PA,17307,NULL,NULL,6777820,YES
ADAMS,08,CARROLL VALLEY #1,CARROLL VALLEY BOROUGH OFFICE,5685,NULL,FAIRFIELD,RD,NULL,FAIRFIELD,PA,17320,NULL,NULL,NULL,YES
ADAMS,09,CONEWAGO #1,SAVES STATION,5865,NULL,HANOVER,RD,NULL,HANOVER,PA,17331,NULL,NULL,7176379621,YES
ADAMS,10,CONEWAGO #2,SAVES STATION,5865,NULL,HANOVER,RD,NULL,HANOVER,PA,17331,NULL,NULL,6379621,YES
ADAMS,11,CUMBERLAND #1,GETTYSBURG SCHOOL ADMINISTRATION BLDG,900,NULL,BIGLERVILLE,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3346254,YES
ADAMS,12,CUMBERLAND #2,BARLOW FIRE HALL,2005,NULL,TANEYTOWN,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3341717,YES
ADAMS,13,CUMBERLAND #3,CUMBERLAND TWP MUNIC BLDG,1370,NULL,FAIRFIELD,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3346485,YES
ADAMS,14,CUMBERLAND #4,CUMBERLAND TWP MUNIC BLDG,1370,NULL,FAIRFIELD,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3346485,YES
ADAMS,15,EAST BERLIN,COMMUNITY CENTER,405,NULL,NORTH,AVE,NULL,EAST BERLIN,PA,17316,NULL,NULL,2598848,YES
ADAMS,16,FAIRFIELD,VILLAGE HALL,108,W,MAIN,ST,NULL,FAIRFIELD,PA,17320,NULL,NULL,6426557,YES
ADAMS,17,FRANKLIN #1,CASHTOWN FIRE CO BLDG,1111,NULL,OLD ROUTE 30,NULL,NULL,CASHTOWN,PA,17310,NULL,NULL,3343838,YES
ADAMS,18,FRANKLIN #2,CASHTOWN FIRE CO BLDG,1111,NULL,OLD ROUTE  30,NULL,NULL,CASHTOWN,PA,17310,NULL,NULL,3343838,YES
ADAMS,19,FREEDOM,FREEDOM TWP MUNIC BLDG,2184,NULL,PUMPING STATION,RD,NULL,FAIRFIELD,PA,17320,NULL,NULL,3372926,YES
ADAMS,20,GERMANY,EAGLES PARK BUILDING,427,NULL,MENGUS MILL,RD,NULL,LITTLESTOWN,PA,17340,NULL,NULL,7173594430,YES
ADAMS,21,GETTYSBURG #1,GETTYSBURG FIRE DEPARTMENT,35,N,STRATTON,ST,NULL,GETTYSBURG,PA,17325,NULL,NULL,3347548,YES
ADAMS,22,CARROLL VALLEY #2,CHILDREN'S LEARNING CENTER,123,NULL,SANDERS,RD,NULL,FAIRFIELD,PA,17320,NULL,NULL,6428282,YES
ADAMS,23,GETTYSBURG #2,GETTYSBURG COLLEGE UNION BUILDING,NULL,NULL,WEST LINCOLN,AVE,NULL,GETTYSBURG,PA,17325,NULL,NULL,3376302,YES
ADAMS,24,GETTYSBURG #3,GETTYSBURG AREA RECREATION BLDG,545,NULL,LONG,LN,NULL,GETTYSBURG,PA,17325,NULL,NULL,NULL,YES
ADAMS,26,HAMILTON,HAMILTON TWP MUNIC BLDG,272,NULL,MUMMERTS CHURCH,RD,NULL,ABBOTTSTOWN,PA,17301,NULL,NULL,2597237,YES
ADAMS,27,HAMILTONBAN,HAMILTONBAN TWP BLDG,23,NULL,CARROLLS TRACT,RD,NULL,FAIRFIELD,PA,17320,NULL,NULL,6428531,YES
ADAMS,28,HIGHLAND,HIGHLAND TWP MUNIC BLDG,3641,NULL,FAIRFIELD,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,6428410,YES
ADAMS,29,HUNTINGTON,HUNTINGTON TWP MUNIC BLDG,750,NULL,TROLLEY,RD,NULL,YORK SPRINGS,PA,17372,NULL,NULL,5284027,YES
ADAMS,31,LATIMORE,LATIMORE TWP MUNIC BLDG,559,NULL,OLD ROUTE 15,NULL,NULL,YORK SPRINGS,PA,17372,NULL,NULL,5284614,YES
ADAMS,32,LIBERTY,LIBERTY TWP MUNIC BLDG,39,NULL,TOPPER,RD,NULL,FAIRFIELD,PA,17320,NULL,NULL,6426103,YES
ADAMS,33,LITTLESTOWN #1,Y.M.C.A.,95,NULL,KEYSTONE,ST,NULL,LITTLESTOWN,PA,17340,NULL,NULL,3599733,YES
ADAMS,34,LITTLESTOWN #2,VFW BANQUET HALL,11,W,KING,ST,NULL,LITTLESTOWN,PA,17340,NULL,NULL,3595515,YES
ADAMS,35,MCSHERRYSTOWN #1,KNIGHTS OF COLUMBUS DINING HALL,342,NULL,MAIN,ST,NULL,MCSHERRYSTOWN,PA,17344,NULL,NULL,6376229,YES
ADAMS,36,MCSHERRYSTOWN #2,KNIGHTS OF COLUMBUS DINING HALL,342,NULL,MAIN,ST,NULL,MCSHERRYSTOWN,PA,17344,NULL,NULL,6376229,YES
ADAMS,37,MENALLEN,MENALLEN TOWNSHIP BUILDING,170,NULL,MEMORY,LN,NULL,ASPERS,PA,17304,NULL,NULL,7176776635,YES
ADAMS,38,MT JOY #1,MT JOY TWP MUNIC BLDG,902,NULL,HOFFMAN HOME,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3594500,YES
ADAMS,39,MT JOY #2,MT JOY TWP MUNIC BLDG,902,NULL,HOFFMAN HOME,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3594500,YES
ADAMS,40,MT PLEASANT #1,MT PLEASANT TWP MUNIC BLDG,1035,NULL,BECK,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,6248049,YES
ADAMS,41,MT PLEASANT #2,MT PLEASANT TWP MAINTENANCE BLDG,1016,NULL,BECK,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,NULL,YES
ADAMS,42,NEW OXFORD,NEW OXFORD FIRE HALL,21,N,BOLTON,ST,NULL,NEW OXFORD,PA,17350,NULL,NULL,6247456,YES
ADAMS,43,OXFORD #1,OXFORD TWP MUNIC BLDG,780,NULL,HANOVER,ST,NULL,NEW OXFORD,PA,17350,NULL,NULL,6244544,YES
ADAMS,44,OXFORD #2,NICARRY MEETINGHOUSE,50,NULL,VILLAGE,DR,NULL,NEW OXFORD,PA,17350,NULL,NULL,6242161,YES
ADAMS,45,READING #1,HAMPTON FIRE HALL,5371,NULL,CARLISLE,PIKE,NULL,NEW OXFORD,PA,17350,NULL,NULL,6242323,YES
ADAMS,46,READING #2,HAMPTON FIRE HALL,5371,NULL,CARLISLE,PIKE,NULL,NEW OXFORD,PA,17350,NULL,NULL,6242323,YES
ADAMS,47,STRABAN #1,LUTHERAN HOME,1075,NULL,OLD HARRISBURG,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3346204,YES
ADAMS,48,STRABAN #2,STRABAN TWP MUNIC BLDG,1745,NULL,GRANITE STATION,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,3344833,YES
ADAMS,49,TYRONE,HEIDLERSBURG FIRE HALL,2720,NULL,HEIDLERSBURG,RD,NULL,GETTYSBURG,PA,17325,NULL,NULL,7175288867,YES
ADAMS,50,UNION,LITTLESTOWN CHAPEL AUDITORIUM,1144,NULL,BOLLINGER,RD,NULL,LITTLESTOWN,PA,17340,NULL,NULL,3597441,YES
ADAMS,51,YORK SPRINGS,FIRE CO COMMUNITY BLDG,312,NULL,MAIN,ST,NULL,YORK SPRINGS,PA,17372,NULL,NULL,5288411,YES
ALLEGHENY,1010001,ALEPPO 00 01,ALEPPO TWP MUNI BUILDING,100,NULL,NORTH,DR,NULL,ALEPPO,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1020001,ASPINWALL 00 01,ASPINWALL NEW BORO BUILDING,217,NULL,COMMERCIAL,AVE,NULL,ASPINWALL,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1020002,ASPINWALL 00 02,# 2 FIRE HOUSE STATION,201,NULL,12TH,ST,NULL,ASPINWALL,PA,15215,NULL,NULL,NULL,YES
ALLEGHENY,1020003,ASPINWALL 00 03,ST SCHOLASTICA PASTORIAL CENTER,300,E,MAPLE,AVE,NULL,ASPINWALL,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1030100,AVALON 01 00,AVALON BORO BLDG,640,NULL,CALIFORNIA,AVE,NULL,AVALON,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1030201,AVALON 02 01,AVALON PUBLIC LIBRARY CONF ROOM,317,NULL,SOUTH HOME,AVE,NULL,AVALON                   ,PA,15202,NULL,NULL,4127612288,YES
ALLEGHENY,1030202,AVALON 02 02,EPIPHANY CHURCH,336,S,HOME,AVE,NULL,PITTSBURGH,PA,15202,NULL,NULL,4127344865,YES
ALLEGHENY,1030301,AVALON 03 01,AVALON ELEMENTARY SCHOOL,721,NULL,CALIFORNIA,AVE,NULL,AVALON,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1030302,AVALON 03 02,GREENSTONE UNITED METHODIST CHURCH,939,NULL,CALIFORNIA,AVE,NULL,AVALON,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1030303,AVALON 03 03,GREENSTONE UNITED METHODIST CHURCH GYM,939,NULL,CALIFORNIA,AVE,NULL,AVALON,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1040001,BALDWIN BR 00 01,LAFFERTY CENTER,330,NULL,JOSEPH,ST,NULL,BALDWIN BR,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1040002,BALDWIN BR 00 02,LAFFERTY CENTER,330,NULL,JOSEPH,ST,NULL,BALDWIN BR,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1040003,BALDWIN BR 00 03,BALDWIN BORO BLDG,3344,NULL,CHURCHVIEW AVE EXT,AVE,NULL,BALDWIN BR,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1040004,BALDWIN BR 00 04,ST ALBERT THE GREAT,3198,NULL,SCHIECK,ST,NULL,BALDWIN BR,PA,15227,NULL,NULL,4127219889,YES
ALLEGHENY,1040005,BALDWIN BR 00 05,OPTION INDEPENDENT FIRE CO,825,NULL,STREETS RUN,RD,NULL,BALDWIN BR,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1040006,BALDWIN BR 00 06,MCANULTY SCHOOL,5151,NULL,MCANULTY,RD,NULL,BALDWIN BR,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1040007,BALDWIN BR 00 07,LELAND PARK COM HOUSE RR ENT,340,NULL,KNOEDLER,RD,NULL,PITTSBURGH,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1040008,BALDWIN BR 00 08,MCANULTY SCHOOL,5151,NULL,MCANULTY,RD,NULL,BALDWIN BR,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1040009,BALDWIN BR 00 09,WALLACE BUILDING,41,NULL,MACEK,DR,NULL,BALDWIN BR,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1040010,BALDWIN BR 00 10,LELAND PARK COM HOUSE MAIN ENT,340,NULL,KNOEDLER,RD,NULL,PITTSBURGH,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1040011,BALDWIN BR 00 11,LELAND PARK COM HOUSE,340,NULL,KNOEDLER,RD,NULL,PITTSBURGH,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1040012,BALDWIN BR 00 12,ST ALBERT THE GREAT,3198,NULL,SCHIECK,ST,NULL,BALDWIN BR,PA,NULL,NULL,NULL,4127219889,YES
ALLEGHENY,1040013,BALDWIN BR 00 13,W R PAYNTER ELEM AUDITORIUM,3454,NULL,PLEASANTVUE,DR,NULL,PITTSBURGH,PA,15227,NULL,NULL,NULL,YES
ALLEGHENY,1040014,BALDWIN BR 00 14,MCANULTY SCHOOL,5151,NULL,MCANULTY,RD,NULL,BALDWIN BR,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1040015,BALDWIN BR 00 15,W R PAYNTER ELEM AUDITORIUM,3454,NULL,PLEASANTVUE,DR,NULL,BALDWIN BR,PA,15227,NULL,NULL,NULL,YES
ALLEGHENY,1040016,BALDWIN BR 00 16,BORO  BLDG,3344,NULL,CHURCHVIEW AVE EXT,AVE,NULL,BALDWIN BR,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1040017,BALDWIN BR 00 17,MCANULTY SCHOOL,5151,NULL,MCANULTY,RD,NULL,BALDWIN BR,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1040018,BALDWIN BR 00 18,WALLACE BUILDING,41,NULL,MACEK,DR,NULL,BALDWIN BR,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1050001,BALDWIN TP 00 01,MUNICIPAL BLDG UPPER LEVEL HL,10,NULL,COMMUNITY PARK,DR,NULL,BALDWIN TP,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1050002,BALDWIN TP 00 02,MUNICIPAL BLDG UPPER LEVEL,10,NULL,COMMUNITY PARK,DR,NULL,BALDWIN TP,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1060001,BELL ACRES 00 01,BELL ACRES VOL FIRE CO,1850,NULL,BIG SEWICKLEY CREEK,RD,NULL,BELL ACRES,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1070101,BELLEVUE 01 01,ROOFERS LOCAL UNION #37 MEETING ROOM,230,NULL,LINCOLN,AVE,NULL,PITTSBURGH,PA,15202,NULL,NULL,,YES
ALLEGHENY,1070102,BELLEVUE 01 02,NORTHMINSTER CHURCH,45,NULL,N FREEMONT,AVE,NULL,BELLEVUE,PA,15202,NULL,NULL,4127660878,YES
ALLEGHENY,1070201,BELLEVUE 02 01,BELLEVUE ELEMENTARY SCHOOL,435,NULL,LINCOLN,AVE,NULL,BELLEVUE,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1070202,BELLEVUE 02 02,CENTER OF BELLEVUE,548,NULL,LINCOLN,AVE,NULL,PITTSBURGH,PA,15202,NULL,NULL,412,YES
ALLEGHENY,1070301,BELLEVUE 03 01,BELLEVUE BORO FIRE HALL,537,NULL,BAYNE,AVE,NULL,BELLEVUE,PA,15202,NULL,NULL,NULL,YES
ALLEGHENY,1070302,BELLEVUE 03 02,BELLEVUE BORO FIRE HALL,537,NULL,BAYNE,AVE,NULL,BELLEVUE,PA,15202,NULL,NULL,NULL,YES
ALLEGHENY,1080001,BEN AVON 00 01,BEN AVON BORO FIRE STATION 1ST FL,7219,NULL,CHURCH,AVE,NULL,BEN AVON,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1080002,BEN AVON 00 02,BEN AVON BORO FIRE STATION 1ST FL,7219,NULL,CHURCH,AVE,NULL,BEN AVON                 ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1090001,BEN AVON HT 00 01,SHANNOPIN COUNTRY CLUB MEETING ROOM,1,NULL,WINDMERE,RD,NULL,PITTSBURGH,PA,15202,NULL,NULL,4127612900,YES
ALLEGHENY,1100101,BETHEL PARK 01 01,BETHEL PARK COMMUNITY CENTER,5151,NULL,PARK,AVE,NULL,BETHEL PARK,PA,15102,NULL,NULL,NULL,YES
ALLEGHENY,1100102,BETHEL PARK 01 02,BENJAMIN FRANKLIN SCHOOL GYM,5400,NULL,FLORIDA,AVE,NULL,BETHEL PARK,PA,15102,NULL,NULL,NULL,YES
ALLEGHENY,1100103,BETHEL PARK 01 03,BENJAMIN FRANKLIN SCHOOL GYM,5400,NULL,FLORIDA,AVE,NULL,BETHEL PARK,PA,15102,NULL,NULL,NULL,YES
ALLEGHENY,1100201,BETHEL PARK 02 01,BETHEL PARK V.F.C. CLIFTON STATION,1100,NULL,CLIFTON,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100202,BETHEL PARK 02 02,NEIL ARMSTRONG SCH GYM LWR LVL ENT,5800,NULL,MURRAY,AVE,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100203,BETHEL PARK 02 03,NEIL ARMSTRONG SCH GYM LWR LVL ENT,5800,NULL,MURRAY,AVE,NULL,BETHEL PARK              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1100301,BETHEL PARK 03 01,GEORGE WASHINGTON SCHOOL GYM,515,NULL,CLIFTON,RD,NULL,BETHEL PARK,PA,15102,NULL,NULL,NULL,YES
ALLEGHENY,1100302,BETHEL PARK 03 02,RUTHFRED LUTHERAN CHURCH,3401,NULL,SOUTH PARK,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100303,BETHEL PARK 03 03,JOHN MCMILLAN PRESBYTERIAN CH,875,NULL,CLIFTON,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100401,BETHEL PARK 04 01,HAMILTON PRESBYTERIAN CHURCH,4500,NULL,HAMILTON,RD,NULL,PITTSBURGH,PA,15236,NULL,NULL,NULL,YES
ALLEGHENY,1100402,BETHEL PARK 04 02,BETHEL PARK COM CTR RM A,5151,NULL,PARK,AVE,NULL,BETHEL PARK              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1100403,BETHEL PARK 04 03,BETHEL PARK COM CTR 1ST FL,5151,NULL,PARK,AVE,NULL,BETHEL PARK              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1100501,BETHEL PARK 05 01,LINCOLN SCHOOL,1524,NULL,HAMILTON,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100502,BETHEL PARK 05 02,BETHEL PARK V.F.C. MILFORD STATION,2310,NULL,MILFORD,DR,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100503,BETHEL PARK 05 03,SOUTH HILS ASSEMBLY LRG LOBBY,2725,NULL,BETHEL CHURCH,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100601,BETHEL PARK 06 01,BETHEL MASONIC HALL 1ST FL,3601,NULL,INDUSTRIAL,BLVD,NULL,PITTSBURGH,PA,15102,NULL,NULL,NULL,YES
ALLEGHENY,1100602,BETHEL PARK 06 02,FIRST BETHEL UNITED METHODIST CHURCH FOUNDERS HALL,5901,NULL,LIBRARY HGTS,RD,NULL,BETHEL PARK,PA,15102,NULL,NULL,4128350700,YES
ALLEGHENY,1100603,BETHEL PARK 06 03,FIRST BETHEL UNITED METHODIST CHURCH FOUNDERS HALL,5901,NULL,LIBRARY,RD,NULL,BETHEL PARK              ,PA,15102,NULL,NULL,4128350700,YES
ALLEGHENY,1100701,BETHEL PARK 07 01,RUTHFRED LUTHERAN CHURCH,3401,NULL,SOUTH PARK,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100702,BETHEL PARK 07 02,BETHEL PRESBY CHURCH AUD,2999,NULL,BETHEL CHURCH,RD,NULL,BETHEL PARK              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1100703,BETHEL PARK 07 03,BETHEL PRESBY CHURCH AUD,2999,NULL,BETHEL CHURCH,RD,NULL,BETHEL PARK              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1100801,BETHEL PARK 08 01,PATHFINDER SCHOOL,50,NULL,DONATI,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100802,BETHEL PARK 08 02,PATHFINDER SCHOOL,50,NULL,DONATI,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100803,BETHEL PARK 08 03,MUNICIPAL BLDG COUNCIL CHAMBERS,5100,W,LIBRARY,AVE,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100804,BETHEL PARK 08 04,BETHEL PRESBY CHURCH RM 107,2999,NULL,BETHEL CHURCH,RD,NULL,BETHEL PARK              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1100901,BETHEL PARK 09 01,GEORGE WASHINGTON SCHOOL GYM,515,NULL,CLIFTON,RD,NULL,BETHEL PARK,PA,15102,NULL,NULL,NULL,YES
ALLEGHENY,1100902,BETHEL PARK 09 02,WM PENN SCHOOL LIBRARY,110,NULL,WOODLET,LN,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1100903,BETHEL PARK 09 03,JOHN MCMILLAN UN PRESBYTERIAN CH (USA),1100,NULL,CLIFTON,RD,NULL,BETHEL PARK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1110001,BLAWNOX 00 01,BLAWNOX MANOR RECREATION RM,701,NULL,CENTER,AVE,NULL,BLAWNOX                  ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1120100,BRACKENRIDGE 01 00,PIONEER HOSE CO,124,NULL,MORGAN,ST,NULL,BRACKENRIDGE,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1120200,BRACKENRIDGE 02 00,PIONEER HOSE CO,124,NULL,MORGAN,NULL,NULL,BRACKENRIDGE,PA,15014,NULL,NULL,NULL,YES
ALLEGHENY,1120300,BRACKENRIDGE 03 00,PIONEER HOSE CO.,124,NULL,MORGAN,ST,NULL,BRACKENRIDGE,PA,15104,NULL,NULL,NULL,YES
ALLEGHENY,1130100,BRADDOCK 01 00,LUNDINE APARTMENT LOBBY,125,NULL,COREY,NULL,NULL,BRADDOCK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1130200,BRADDOCK 02 00,BRADDOCK BORO BLDG COUNCIL CHAMBERS,415,NULL,6TH,ST,NULL,BRADDOCK,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1130300,BRADDOCK 03 00,NEW HOPE BAPTIST CHURCH,445,NULL,SIXTH,ST,NULL,BRADDOCK,PA,15104,NULL,NULL,4122736456,YES
ALLEGHENY,1140001,BRADDOCK HL 00 01,BRADDOCK HILLS BOROUGH BLDG,1300,NULL,BRINTON,RD,NULL,PITTSBURGH,PA,15221,NULL,NULL,NULL,YES
ALLEGHENY,1140002,BRADDOCK HL 00 02,BRADDOCK HILLS SR CENTER,2794,NULL,COLUMBIA,AVE,NULL,BRADDOCK HL,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1150001,BRADFORDWOOD 00 01,BRADFORWOODS COMM CHURCH,4836,NULL,WEXFORD RUN,RD,NULL,BRADFORDWOOD,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1160001,BRENTWOOD 00 01,MOORE ELEMENTARY SCHOOL GYM,3809,NULL,DALEWOOD,ST,NULL,PITTSBURGH,PA,15227,NULL,NULL,NULL,YES
ALLEGHENY,1160002,BRENTWOOD 00 02,CONCORD LUTH CH ED BLD LWR LVL,3109,NULL,BROWNSVILLE,RD,NULL,BRENTWOOD,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1160003,BRENTWOOD 00 03,ELROY ELEMENTARY SCHOOL ROOM 108,3129,NULL,ELROY,AVE,NULL,BRENTWOOD,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1160004,BRENTWOOD 00 04,PRIVATE RESIDENCE GARAGE,3209,NULL,WILLET,AVE,NULL,BRENTWOOD,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1160005,BRENTWOOD 00 05,ELROY ELEMENTARY SCHOOL  ROOM 109,3129,NULL,ELROY,AVE,NULL,BRENTWOOD,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1160006,BRENTWOOD 00 06,BORO BLDG,3624,NULL,BROWNSVILLE,RD,NULL,BRENTWOOD,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1160007,BRENTWOOD 00 07,ST SYLVESTER SCHOOL,30,W,WILLOCK,RD,NULL,PITTSBURGH,PA,15227,NULL,NULL,NULL,YES
ALLEGHENY,1160008,BRENTWOOD 00 08,ST PETERS EPIS CH KINDER RM,4048,NULL,BROWNSVILLE,RD,NULL,PITTSBURGH,PA,15227,NULL,NULL,NULL,YES
ALLEGHENY,1160009,BRENTWOOD 00 09,MOORE ELEMENTARY SCHOOL GYM,3809,NULL,DALEWOOD,ST,NULL,PITTSBURGH,PA,15227,NULL,NULL,NULL,YES
ALLEGHENY,1160010,BRENTWOOD 00 10,BRENTWOOD LIBRARY LWR LVL,3501,NULL,BROWSVILLE,RD,NULL,BRENTWOOD,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1170001,BRIDGEVILLE 00 01,BRIDGEVILLE VOL FIRE CO LOBBY,370,NULL,COMMERCIAL,ST,NULL,BRIDGEVILLE              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1170002,BRIDGEVILLE 00 02,BRIDGEVILLE VOL FIRE CO LOBBY,370,NULL,COMMERCIAL,ST,NULL,BRIDGEVILLE              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1170003,BRIDGEVILLE 00 03,GOODWILL MANOR GYM,601,NULL,MCMILLEN,ST,NULL,BRIDGEVILLE              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1170004,BRIDGEVILLE 00 04,GOODWILL MANOR GYM,601,NULL,MCMILLEN,ST,NULL,BRIDGEVILLE              ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1180101,CARNEGIE 01 01,CARNEGIE VOL FIRE & RESCUE AMB BAY,201,NULL,W MAIN,ST,NULL,CARNEGIE                 ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1180102,CARNEGIE 01 02,NEW BORO BLDG COUNCIL CHAMBERS,1,NULL,VETERANS,WAY,NULL,CARNEGIE,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1180103,CARNEGIE 01 03,NEW BOROI BLDG COUNCIL CHAMBERS,1,NULL,VETERANS,WAY,NULL,CARNEGIE,PA,NULL,NULL,NULL,NULL,YES
ALLEGHENY,1180104,CARNEGIE 01 04,CARNEGIE VOL FIRE & RESCUE AMB BAY,201,NULL,W MAIN,ST,NULL,CARNEGIE                 ,PA,NULL,NULL,NULL,,YES
ALLEGHENY,1180201,CARNEGIE 02 01,UKRAINIAN AMERICAN CITIZENS CLUB,302,NULL,MANSFIELD,BLVD,NULL,CARNEGIE,PA,15106,NULL,NULL,NULL,YES
ALLEGHENY,1180202,CARNEGIE 02 02,UKRAINIAN AMERICAN CITIZENS CLUB,302,NULL,MANSFIELD,BLVD,NULL,CARNEGIE,PA,15106,NULL,NULL,NULL,YES
ALLEGHENY,1180203,CARNEGIE 02 03,CARNEGIE ELEMENTARY SCHOOL,301,NULL,FRANKLIN,AVE,NULL,CARNEGIE,PA,15106,NULL,NULL,4124292541,YES
