CountyName,PrecinctCode,PrecinctName,Description,HouseNum,PrefixDirectionDesc,Street,StreetTypeDesc,SuffixdirectionDesc,City,StateDesc,PostalCode,Line2,Comment,DayPhone,HandicapAccessible
LANCASTER,5202,LAMPETER WEST TWP LYNDON,LANCASTER CTY ENVIRONMENTAL CTR,1,NULL,NATURES,WAY,NULL,LANCASTER,PA,17602,NULL,NULL,NULL,YES
LANCASTER,5203,LAMPETER WEST TWP WILLOW STREET,WILLOW STREET FIRE CO,2901,NULL,WILLOW STREET,PIKE,NULL,WILLOW STREET,PA,17584,NULL,NULL,NULL,YES
LANCASTER,5204,LAMPETER WEST TWP LOCUST,WILLOW VALLEY MANOR,71,NULL,LOCUST,LN,NULL,WILLOW STREET,PA,17584,ACTIVITIES AREA,NULL,NULL,YES
LANCASTER,5205,LAMPETER WEST TWP MILLPORT,CALVARY BAPTIST CHURCH,530,NULL,MILTON,RD,NULL,LANCASTER,PA,17602,NULL,NULL,NULL,YES
LANCASTER,5206,LAMPETER WEST TWP LAKES,WILLOW VALLEY LAKES MANOR,300,NULL,WILLOW VALLEY LAKES,DR,NULL,WILLOW STREET,PA,17584,NULL,NULL,NULL,YES
LANCASTER,5207,LAMPETER WEST TWP WINDY HILL,MILL CREEK BIBLE CHURCH,270,NULL,STRASBURG,PIKE,NULL,LANCASTER,PA,17602,NULL,NULL,NULL,YES
LANCASTER,5301,LANCASTER TWP 1,LANCASTER COUNTRY DAY SCHOOL,725,NULL,HAMILTON,RD,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5302,LANCASTER TWP 2,WHEATLAND MIDDLE SCHOOL,919,NULL,HAMILTON PARK,DR,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5303,LANCASTER TWP 3,LANCASTER TWP FIRE DEPT,125,NULL,FAIRVIEW,AVE,NULL,BAUSMAN,PA,17504,NULL,NULL,NULL,YES
LANCASTER,5304,LANCASTER TWP 4,BURROWES ELEMENTARY SCHOOL,1001,E,ORANGE,ST,NULL,LANCASTER,PA,17602,NULL,NULL,NULL,YES
LANCASTER,5305,LANCASTER TWP 5,LANCASTER TWP MUNICIPAL BLDG,1240,NULL,MAPLE,AVE,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5306,LANCASTER TWP 6,CONNECTION CHRISTIAN CHURCH,551,NULL,ABBEYVILLE,RD,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5307,LANCASTER TWP 7,FIRST ASSEMBLY OF GOD,1025,NULL,COLUMBIA,AVE,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5308,LANCASTER TWP 8,MILLERSVILLE BIBLE CHURCH,1940,NULL,NEW DANVILLE,PIKE,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5309,LANCASTER TWP 9,LANCASTER ARMS APTS,116,NULL,JENNINGS,DR,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5400,LEACOCK TWP,LEACOCK TWP MUNICIPAL BLDG,3545,W,NEWPORT,RD,NULL,INTERCOURSE,PA,17534,BOX 558,NULL,NULL,YES
LANCASTER,5501,LEACOCK UPPER TWP BAREVILLE,BAREVILLE FIRE CO,211,E,MAIN,ST,NULL,LEOLA,PA,17540,NULL,NULL,NULL,YES
LANCASTER,5502,LEACOCK UPPER TWP LEACOCK,UPPER LEACOCK TWP  WAR MEMORIAL BLDG,54,W,MAIN,ST,NULL,LEOLA,PA,17540,NULL,NULL,NULL,YES
LANCASTER,5503,LEACOCK UPPER TWP LEOLA,UPPER LEACOCK TWP WAR MEMORIAL BLDG,54,W,MAIN,ST,NULL,LEOLA,PA,17540,NULL,NULL,NULL,YES
LANCASTER,5600,LITTLE BRITAIN TWP,LITTLE BRITAIN TWP MUNICIPAL BUILDING,323,NULL,GREEN,LN,NULL,QUARRYVILLE,PA,17566,NULL,NULL,NULL,YES
LANCASTER,5701,MANHEIM TWP 1,MOUNT CALVARY LUTHERAN CHURCH,308,NULL,PETERSBURG,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,5702,MANHEIM TWP 2,LANDIS HOMES RETIREMENT COMMUNITY,1001,E,OREGON,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,5703,MANHEIM TWP 3,ST PETERS LUTHERAN CHURCH (1),10,NULL,DELP,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5704,MANHEIM TWP 4,MANHEIM TWP AMBULANCE ASSOC,1820,NULL,MUNICIPAL,DR,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5705,MANHEIM TWP 5,CALVARY CHURCH,1051,NULL,LANDIS VALLEY,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5706,MANHEIM TWP 6,HARVEST BIBLE CHURCH,1460,NULL,EDEN,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5707-1,MANHEIM TWP 7-1 41st LEG,LANCASTER COUNTRY DAY SCH 1,725,NULL,HAMILTON,RD,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5707-2,MANHEIM TWP 7-2  96th LEG,LANCASTER COUNTRY DAY SCH 2,725,NULL,HAMILTON,RD,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5708,MANHEIM TWP 8,SUSQUEHANNA VALLEY FLEET AND AUTO,126,NULL,KELLER,AVE,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5709,MANHEIM TWP 9,LANCASTER CHURCH OF THE BRETHREN,1601,NULL,SUNSET,AVE,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5710,MANHEIM TWP 10,GRANDVIEW UNITED METHODIST CHURCH,888,NULL,PLEASURE,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5711,MANHEIM TWP 11,ST MATTHEW EVANGELICAL LUTHERAN CHURCH,700,NULL,PLEASURE,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5712,MANHEIM TWP 12,GRACE UNITED CHURCH OF CHRIST,1947,NULL,NEW HOLLAND,PIKE,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5713,MANHEIM TWP 13,ST THOMAS EPISCOPAL CHURCH,301,NULL,ST THOMAS,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5714,MANHEIM TWP 14,VALLEYBROOK ESTATES,900,NULL,VALLEYBROOK,DR,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5715,MANHEIM TWP 15,NEFFSVILLE FIRE HALL,200,E,OREGON,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,5716,MANHEIM TWP 16,ST PETERS LUTHERAN CHURCH (2),10,NULL,DELP,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5717,MANHEIM TWP 17,BLOSSOM HILL MENNONITE CHURCH,333,NULL,DELP,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5718,MANHEIM TWP 18,MANHEIM TWP MUNICIPAL OFFICE,1840,NULL,MUNICIPAL,DR,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5719,MANHEIM TWP 19,GRANDVIEW UNITED METHODIST CHURCH,888,NULL,PLEASURE,RD,NULL,LANCASTER,PA,17601,NULL,NULL,NULL,YES
LANCASTER,5720,MANHEIM TWP 20,FAITH UNITED METHODIST CHURCH,1290,NULL,FRUITVILLE,PIKE,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,5721,MANHEIM TWP 21,CHARLES F SNYDER FUNERAL HOME & CHAPEL,3110,NULL,LITITZ,PIKE,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,5722,MANHEIM TWP 22,MT CALVARY LUTHERAN CHURCH,308,NULL,PETERSBURG,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,5723,MANHEIM TWP 23,BRETHREN VILLAGE,3001,NULL,LITITZ,PIKE,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,5800,MANOR TWP BETHEL,BLUE ROCK FIRE RESCUE-STATION 1,1697,NULL,TEMPLE,AVE,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5801,MANOR TWP HAMBRIGHT,MANOR TWP MUNICIPAL BLDG,950,W,FAIRWAY,DR,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5802,MANOR TWP INDIANTOWN,BLUE ROCK FIRE RESCUE-STATION 3,3079,NULL,RIVER,RD,NULL,CONESTOGA,PA,17516,NULL,NULL,NULL,YES
LANCASTER,5803,MANOR TWP LEISURE,FAITH BIBLE FELLOWSHIP CHURCH,151,NULL,DONERVILLE,RD,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5804,"MANOR TWP-MANOR,NEW",CENTRAL MANOR CHURCH,387,NULL,PENN,ST,NULL,WASHINGTON BORO,PA,17582,NULL,NULL,NULL,YES
LANCASTER,5805,MANOR TWP WASHINGTON BORO,BLUE ROCK FIRE RESCUE STATION 7,505,NULL,MARKET,ST,NULL,WASHINGTON BORO,PA,17582,CIVIC CENTER,NULL,NULL,YES
LANCASTER,5806,MANOR TWP WEST LANCASTER,BLUE ROCK FIRE RESCUE-STATION 1,1697,NULL,TEMPLE,AVE,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5807,"MANOR TWP-MANOR,NEW EAST",MILLERSVILLE BRETHREN IN CHRIST CHURCH,3116,NULL,BLUE ROCK,RD,NULL,MILLERSVILLE,PA,17551,NULL,NULL,NULL,YES
LANCASTER,5808,MANOR TWP HERSHEY MILL,MANOR CHURCH,530,NULL,CENTRAL MANOR,RD,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,5900,MARTIC TWP MARTICVILLE,MOUNT NEBO UNITED METHODIST CHURCH,673,NULL,MARTIC HEIGHTS,DR,NULL,PEQUEA,PA,17565,NULL,NULL,NULL,YES
LANCASTER,5901,MARTIC TWP HOLTWOOD,QUARRYVILLE VFW POST 3575,1653,NULL,HOLTWOOD,ROAD,NULL,HOLTWOOD,PA,17532,NULL,NULL,NULL,YES
LANCASTER,6001,MOUNT JOY TWP MILTON GROVE,MOUNT JOY SPORTSMAN ASSN,85,NULL,RANGE,RD,NULL,MOUNT JOY,PA,17552,NULL,NULL,NULL,YES
LANCASTER,6002,MOUNT JOY TWP FAIRVIEW,DARRENKAMPS FOOD MARKET,191,NULL,RIDGEVIEW,RD,S,ELIZABETHTOWN,PA,17022,NULL,NULL,NULL,YES
LANCASTER,6003,MOUNT JOY TWP CLOVERLEAF,MOUNT JOY TWP MUNICIPAL BLDG,159,NULL,MERTS,DR,NULL,ELIZABETHTOWN,PA,17022,NULL,NULL,NULL,YES
LANCASTER,6004,MOUNT JOY TWP HERSHEY RD,MOUNT CALVARY CHURCH/CHRISTIAN SCHOOL,625,NULL,HOLLY,ST,NULL,ELIZABETHTOWN,PA,17022,NULL,NULL,NULL,YES
LANCASTER,6100,PARADISE TWP,PARADISE TWP MUNICIPAL BLDG,2,NULL,TOWNSHIP,DR,NULL,PARADISE,PA,17562,NULL,NULL,NULL,YES
LANCASTER,6201,PENN TWP JUNCTION,ENCKS BANQUET FACILITY & CONF CNTR,1461,NULL,LANCASTER,RD,NULL,MANHEIM,PA,17545,NULL,NULL,NULL,YES
LANCASTER,6202,PENN TWP SOUTH PENN,PENN TOWNSHIP MUNICIPAL BUILDING,97,N,PENRYN,RD,NULL,MANHEIM,PA,17545,NULL,NULL,NULL,YES
LANCASTER,6203,PENN TWP PENRYN,PENRYN FIRE CO,1441,N,PENRYN,RD,NULL,PENRYN,PA,17564,NULL,NULL,NULL,YES
LANCASTER,6300,PEQUEA TWP WEST WILLOW,WEST WILLOW FIRE COMPANY,192,W,WILLOW,RD,NULL,WILLOW STREET,PA,17584,NULL,NULL,NULL,YES
LANCASTER,6301,PEQUEA TWP NEW DANVILLE,BIBLE EVANGELICAL METHODIST CHURCH,2,NULL,KAY,DR,NULL,LANCASTER,PA,17603,NULL,NULL,NULL,YES
LANCASTER,6400,PROVIDENCE TWP EAST,NEW PROVIDENCE CHURCH OF GOD,269,NULL,CINDER,RD,NULL,NEW PROVIDENCE,PA,17560,NULL,NULL,NULL,YES
LANCASTER,6401,PROVIDENCE TWP WEST,PROVIDENCE TWP MUNICIPAL BLDG,200,NULL,MT AIRY,RD,NULL,NEW PROVIDENCE,PA,17560,NULL,NULL,NULL,YES
LANCASTER,6501,RAPHO TWP SPORTING HILL,RAPHO TWP MUNICIPAL BLDG,971,N,COLEBROOK,RD,NULL,MANHEIM,PA,17545,NULL,NULL,NULL,YES
LANCASTER,6502,RAPHO TWP ELM TREE I,EAST FAIRVIEW CHURCH OF THE BRETHREN,1187,NULL,FAIRVIEW,RD,NULL,MANHEIM,PA,17545,NULL,NULL,NULL,YES
LANCASTER,6503,RAPHO TWP UNION SQUARE,MASTERSONVILLE VOLUNTEER FIRE CO,2166,NULL,MEADOW VIEW,RD,NULL,MANHEIM,PA,17545,NULL,NULL,NULL,YES
LANCASTER,6504,RAPHO TWP ELM TREE II,DEER COUNTRY FARM & LAWN,2710,NULL,MOUNT JOY,RD,NULL,MANHEIM,PA,17545,NULL,NULL,NULL,YES
LANCASTER,6505,RAPHO TWP WILLOW CREEK,CHIQUES UNITED METHODIST CHURCH,1215,E,MAIN,ST,NULL,MOUNT JOY,PA,17552,NULL,NULL,NULL,YES
LANCASTER,6600,SADSBURY TWP,SADSBURY TWP SUPERVISORS BLDG,7182,NULL,WHITE OAK,RD,NULL,CHRISTIANA,PA,17509,NULL,NULL,NULL,YES
LANCASTER,6701,SALISBURY TWP CAMBRIDGE,MT ZION UNITED METHODIST CHURCH,753,NULL,MT ZION,RD,NULL,NARVON,PA,17555,NULL,NULL,NULL,YES
LANCASTER,6702,SALISBURY TWP GAP,GAP FIRE COMPANY,802,NULL,PEQUEA,AVE,NULL,GAP,PA,17527,NULL,NULL,NULL,YES
LANCASTER,6703,SALISBURY TWP WHITE HORSE,SALISBURY TWP MUNICIPAL BLDG,5581,NULL,OLD PHILADELPHIA,PIKE,NULL,GAP,PA,17527,NULL,NULL,NULL,YES
LANCASTER,6800,STRASBURG TWP,STRASBURG TWP MUNICIPAL BLDG,400,NULL,BUNKER HILL,RD,NULL,STRASBURG,PA,17579,NULL,NULL,NULL,YES
LANCASTER,6901,WARWICK TWP BRUNNERVILLE,BRUNNERVILLE UNITED METHODIST CHURCH,517,NULL,PINE HILL,ROAD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6902,WARWICK TWP KISSEL HILL,LANCASTER EVANGELICAL FREE CHURCH,419,NULL,PIERSON,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6903,WARWICK TWP ROTHSVILLE,ROTHSVILLE  FIRE CO,2071,NULL,MAIN,ST,NULL,ROTHSVILLE,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6904,WARWICK TWP WOODCREST,ST JAMES CATHOLIC CHURCH,505,NULL,WOODCREST,AVE,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6905,WARWICK TWP CLAY NEWPORT,WARWICK TWP MUNICIPAL BLDG,315,NULL,CLAY,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6906,WARWICK TWP HILLTOP MANOR,BRUNNERVILLE FIRE COMPANY,1302,NULL,CHURCH,ST,NULL,BRUNNERVILLE,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6908,WARWICK TWP MILLPORT,MILLPORT CONSERVANCY,737,E,MILLPORT,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6909,WARWICK TWP NEWPORT WEST,GRACE BRETHREN CHURCH OF LITITZ,501,W,LINCOLN,AVE,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LANCASTER,6910,WARWICK TWP SOUTHWEST,HOSANNA! A FELLOWSHIP OF CHRISTIANS,29,NULL,GREEN ACRE,RD,NULL,LITITZ,PA,17543,NULL,NULL,NULL,YES
LAWRENCE,0101,NEW CASTLE 1W 1P,MARY MOTHER OF HOPE PARISH CENTER,117,N,BEAVER,ST,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,0102,NEW CASTLE 1W 2P,LAWRENCE MANOR,211,W,MOODY,AVE,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,0201,NEW CASTLE 2W 1P,NEW CASTLE HIGH SCHOOL,310,E,LINCOLN,AVE,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,YES
LAWRENCE,0202,NEW CASTLE 2W 2P,HIGHLAND PRESBYTERIAN CHURCH,708,NULL,HIGHLAND,AVE,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,YES
LAWRENCE,0203,NEW CASTLE 2W 3P,CLEN-MOORE PRESBYTERIAN CHURCH,220,NULL,CLEN-MOORE,BLVD,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,YES
LAWRENCE,0204,NEW CASTLE 2W 4P,ST. JOHN'S LUTHERAN CHURCH,2601,NULL,HIGHLAND,AVE,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,NO
LAWRENCE,0205,NEW CASTLE 2W 5P,ST. JOHN'S LUTHERAN CHURCH,2601,NULL,HIGHLAND,AVE,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,NO
LAWRENCE,0301,NEW CASTLE 3W 1P,CROTON UNITED METHODIST CHURCH,910,NULL,CROTON,AVE,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,0302,NEW CASTLE 3W 2P,CROTON SCHOOL - GYM,NULL,NULL,CROTON AVE & FERN STREET ROOM,ST,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,0401,NEW CASTLE 4W 1P,A.P. GETTINGS GOVERNMENT CENTER ANNEX,439,NULL,COUNTYLINE,ST,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,YES
LAWRENCE,0402,NEW CASTLE 4W 2P,ST JOSEPH CHURCH GYM,1111,S,CASCADE,ST,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,0403,NEW CASTLE 4W 3P,ST JOSEPH'S CHURCH GYM,1111,S,CASCADE,ST,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,0501,NEW CASTLE 5W 1P,NEW CASTLE PLAYHOUSE ANNEX,212,E,LONG,AVE,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,YES
LAWRENCE,0502,NEW CASTLE 5W 2P,LAWRENCE COUNTY CAREER & TECHNICAL CENTER,750,NULL,PHELPS,WAY,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,0601,NEW CASTLE 6W 1P,WESLEY UNITED METHODIST CHURCH,1204,W,WASHINGTON,ST,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,YES
LAWRENCE,0701,NEW CASTLE 7W 1P,ST. VINCENT DEPAUL,1,NULL,LUCYMONT,DR,NULL,NEW CASTLE,PA,16102,NULL,NULL,NULL,NO
LAWRENCE,0801,NEW CASTLE 8W 1P,NEW CASTLE PLAYHOUSE ANNEX,212,E,LONG,AVE,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,YES
LAWRENCE,0901,ELLWOOD CITY 1W 1P,COMMUNITY ACTION,926,NULL,CRESCENT,AVE,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,NULL,NO
LAWRENCE,1001,ELLWOOD CITY 2W 1P,FIRST UNITED METHODIST CHURCH,416,NULL,CRESCENT AVE & 5TH,ST,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,NULL,NO
LAWRENCE,1101,ELLWOOD CITY 3W 1P,CHRIST PRESBYTERIAN CHURCH,325,NULL,SPRING,AVE,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,NULL,YES
LAWRENCE,1201,ELLWOOD CITY 4W 1P,ELLWOOD AREA FAMILY CENTER,533,NULL,LINE,AVE,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,NULL,NO
LAWRENCE,1202,ELLWOOD CITY 4W 2P,HOLY REDEEMER RELIGIOUS CENTER,603,NULL,BRIDGE,ST,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,NULL,NO
LAWRENCE,1301,ELLWOOD CITY 5W 1P,"TREE OF LIFE WELLNESS CENTER, ELLWOOD CITY HOSP",404,NULL,BEATTY,ST,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,,NO
LAWRENCE,1302,ELLWOOD CITY 5W 2P,WALNUT RIDGE COMMUNITY CENTER,801,NULL,PERSHING,ST,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,,NO
LAWRENCE,1401,BESSEMER BOROUGH 1P,BESSEMER BOROUGH MUNICIPAL BLDG.,210,E,POLAND,AVE,NULL,BESSEMER,PA,16112,PO BOX 789,NULL,7246677061,NO
LAWRENCE,1501,ELLPORT BOROUGH 1P,ELLPORT COMMUNITY BUILDING,323,NULL,BURNS,AVE,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,NULL,NO
LAWRENCE,1601,ENON VALLEY BOROUGH 1P,FIRE DEPT BLDG,152,NULL,CASS,ST,NULL,ENON VALLEY,PA,16120,NULL,NULL,NULL,NO
LAWRENCE,1701,NEW BEAVER BOROUGH 1P,NEW BEAVER BORO VOLUNTEER FIRE DEPT.,778,NULL,WAMPUM-NEW GALILEE,RD,NULL,NEW GALILEE,PA,16141,NULL,NULL,NULL,YES
LAWRENCE,1801,NEW WILMINGTON BOROUGH 1P,NEW WILM MUNICIPAL BLDG,134,NULL,HIGH,ST,NULL,NEW WILMINGTON,PA,16142,NULL,NULL,NULL,NO
LAWRENCE,1901,"SOUTH NEW CASTLE BOROUGH, PRECINCT 01",SOUTH NEW CASTLE BORO BLDG.,2411,NULL,ADELLA,ST,NULL,NEW CASTLE,PA,16102,COUNCIL CHAMBERS,NULL,NULL,NO
LAWRENCE,2001,"VOLANT BOROUGH, PRECINCT 01",VOLANT BOROUGH BUILDING,525,NULL,MAIN,ST,NULL,VOLANT,PA,16156,P.O. BOX 96,NULL,7245332712,NO
LAWRENCE,2101,"WAMPUM BOROUGH, PRECINCT 01",WAMPUM VOL. FIRE DEPT.,709,NULL,CHURCH,ST,NULL,WAMPUM,PA,16157,NULL,NULL,NULL,NO
LAWRENCE,2201,HICKORY TOWNSHIP 1P,UNITED BRETHREN CHURCH,1900,NULL,EASTBROOK,RD,NULL,NEW CASTLE,PA,16101,% REV. DAVID J. BELL,NULL,,NO
LAWRENCE,2202,HICKORY TOWNSHIP 2P,EVANGEL COMMUNITY CHURCH,1530,NULL,HARLANSBURG,RD,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,2301,LITTLE BEAVER TOWNSHIP 1P,"MERIDAN HALL, LODGE 411",NULL,NULL,RTE 551,NULL,NULL,ENON VALLEY,PA,16120,NULL,NULL,NULL,NO
LAWRENCE,2401,MAHONING TOWNSHIP 1P,MAHONING TOWNSHIP FIRE DEPT,570,NULL,JACKSON ST,NULL,NULL,EDINBURG,PA,16116,PO BOX 145,NULL,NULL,NO
LAWRENCE,2402,MAHONING TOWNSHIP 2P,MAHONING TWP. MUNICIPAL BUILDING,4538,W,STATE,ST,NULL,HILLSVILLE,PA,16132,NULL,NULL,NULL,YES
LAWRENCE,2501,NESHANNOCK TOWNSHIP 1P,ST CAMILLUS CHRUCH,314,W,ENGLEWOOD,AVE,NULL,NEW CASTLE,PA,16105,NULL,NULL,,NO
LAWRENCE,2502,NESHANNOCK TOWNSHIP 2P,ST CAMILLUS CHURCH,314,W,ENGLEWOOD,AVE,NULL,NEW CASTLE,PA,16105,NULL,NULL,,NO
LAWRENCE,2503,NESHANNOCK TOWNSHIP 3P,FIRST BAPTIST CHURCH,984,W,MAITLAND,LN,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,YES
LAWRENCE,2504,NESHANNOCK TOWNSHIP 4P,NESHANNOCK TWP. BLG.,3131,NULL,MERCER,RD,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,NO
LAWRENCE,2505,NESHANNOCK TOWNSHIP 5P,NORTHMINSTER CHURCH,2434,NULL,WILMINGTON,RD,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,YES
LAWRENCE,2506,NESHANNOCK TOWNSHIP 6P,FIRST UNITED METHODIST CHURCH,135,NULL,DECKER,DR,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,NO
LAWRENCE,2507,NESHANNOCK TOWNSHIP 7P,HUTCHISON COMMUNITY CENTER,293,NULL,PEARSON PARK,DR,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,YES
LAWRENCE,2508,NESHANNOCK TOWNSHIP 8P,HUTCHISON COMMUNITY CENTER,293,NULL,PEARSON PARK,DR,NULL,NEW CASTLE,PA,16105,NULL,NULL,NULL,YES
LAWRENCE,2601,NORTH BEAVER TOWNSHIP 1P,NORTH BEAVER TWP. BLDG.,861,NULL,MT JACKSON,RD,NULL,NEW CASTLE,PA,16102,NULL,NULL,NULL,NO
LAWRENCE,2602,NORTH BEAVER TOWNSHIP 2P,MORAVIA PRESBYTERIAN CHURCH,4280,NULL,STATE ROUTE 18,NULL,NULL,WAMPUM,PA,16157,NULL,NULL,NULL,YES
LAWRENCE,2603,NORTH BEAVER TOWNSHIP 3P,BETHEL UNITED PRESBYTERIAN CHURCH,154,NULL,PETERSBURG,RD,NULL,ENON VALLEY,PA,16120,NULL,NULL,NULL,YES
LAWRENCE,2701,PERRY TOWNSHIP 1P,FIRE DEPT,425,NULL,PORTERSVILLE,RD,NULL,ELLWOOD CITY,PA,16117,NULL,NULL,NULL,NO
LAWRENCE,2702,PERRY TOWNSHIP 2P,PERRY TWP. MUNICIPAL BLDG.,284,NULL,RENO,RD,NULL,PORTERSVILLE,PA,16051,NULL,NULL,NULL,NO
LAWRENCE,2801,PLAIN GROVE TOWNSHIP 1P,TOWNSHIP BUILDING,1029,NULL,PLAINGROVE,RD,NULL,VOLANT,PA,16156,NULL,NULL,NULL,NO
LAWRENCE,2901,PULASKI TOWNSHIP 1P,PULASKI VOLUNTEER FIRE HALL,NULL,NULL,STATE RTE 208,NULL,NULL,PULASKI,PA,16143,NULL,NULL,NULL,NO
LAWRENCE,2902,PULASKI TOWNSHIP 2P,NEW BEDFORD PRESBYTERIAN CHURCH,151,NULL,WOODLAND,DR,NULL,PULASKI,PA,16143,NULL,NULL,NULL,NO
LAWRENCE,2903,PULASKI TOWNSHIP 3P,PULASKI TOWNSHIP BUILDING,1172,NULL,STATE RTE 208,NULL,NULL,PULASKI,PA,16143,NULL,NULL,NULL,NO
LAWRENCE,3001,SCOTT TOWNSHIP 1P,SCOTT TOWNSHIP FIRE DEPT,3712,NULL,HARLANSBURG,RD,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,NO
LAWRENCE,3002,SCOTT TOWNSHIP 2P,SCOTT TOWNSHIP FIRE DEPT,3712,NULL,HARLANSBURG,RD,NULL,NEW CASTLE,PA,16101,NULL,NULL,NULL,YES
